Ticker,Short Name,NI / Profit T12M,SE End Pd LF,EBITDA T12M,EBIT T12M,Total Liab LF,FCF T12M,Tot Assets LF,Market Cap,P/E,Total Return YTD,Revenue T12M,EPS T12M,Tot Debt LF,Fitch Long Term Issuer Default Rating,Curr Liab LF,Curr Assets LF
IFF US Equity,INTL FLVR & FRAG,-348000000.00,14218000384.00,703000000.00,-382000000.00,11353000000.00,256000000.00,25539000000.00,18846574215.99,28.53,9.47,10890000000.00,-1.36,6651000000.00,BBB,3933000000.00,5594000000.00
KMT US Equity,KENNAMETAL INC,110257000.00,1357656960.00,304048000.00,165649000.00,1237899000.00,99334000.00,2595556000.00,2833071086.56,22.05,31.51,2030346000.00,1.44,644394000.00,BBB,439350000.00,1121278000.00
O2D GR Equity,TELEFONICA DEUTS,272000000.00,5535000064.00,2601000000.00,291000000.00,9912000000.00,1250000000.00,15447000000.00,6249540250.21,23.56,3.92,8614000000.00,0.09,4635000000.00,BBB,4467000000.00,2733000000.00
KSP ID Equity,KINGSPAN GROUP,671200000.00,4732299776.00,1216200000.00,903500000.00,5088400000.00,467900000.00,9820700000.00,13606874184.28,20.83,3.98,9199000000.00,3.70,2669446110.90,BBB,2404400000.00,3301200000.00
CSGP US Equity,COSTAR GROUP INC,7500000.00,8370999808.00,230000000.00,-72000000.00,2167000000.00,41000000.00,10538000000.00,20309599902.38,321.20,-28.05,3247000000.00,0.01,1184000000.00,BBB,746000000.00,2119000000.00
ECL CI Equity,ENGIE ENERGIA CH,222811000.00,1732769024.00,619133000.00,456372000.00,3484998000.00,-349557000.00,5217767000.00,1437767844240.00,7.08,1.34,2076554000.00,0.21,2560961000.00,BBB,623902000.00,710725000.00
TPG AU Equity,TPG TELECOM LTD,461000000.00,8670999552.00,1724000000.00,400000000.00,5094254182.86,1497000000.00,14945378434.07,7675445122.49,89.61,5.52,5041000000.00,0.25,4097000000.00,BBB,1700000000.00,783000000.00
RCL US Equity,ROYAL CARIBBEAN,4269000064.00,10245000192.00,6874000000.00,4910000000.00,31374000000.00,1236000000.00,41619000000.00,75228510498.24,17.69,0.24,17935000000.00,15.73,20628937610.10,BBB,12055000000.00,2211000000.00
RVTY US Equity,REVVITY INC,241201000.00,7250359808.00,809837000.00,356635000.00,4918051000.00,509411000.00,12168411000.00,10211754821.16,33.16,-5.53,2856051000.00,2.08,3398207000.00,BBB,1331246000.00,2239747000.00
EREIT SP Equity,ESR-REIT,31657000.00,2581293056.00,292666666.67,298727000.00,3319051495.43,170784000.00,6004155642.64,1879031162.24,78.69,-10.39,445984000.00,0.03,3978636000.00,BBB,867543000.00,549130000.00
MOS US Equity,MOSAIC CO/THE,540700000.00,12234200064.00,1973300000.00,821500000.00,12245900000.00,-534600000.00,24480100000.00,8353563337.98,10.49,9.22,12052400000.00,1.70,5279500000.00,BBB,3982800000.00,5237500000.00
SON US Equity,SONOCO PRODUCTS,1003011000.00,3631832064.00,1599778000.00,1017735000.00,7530502000.00,345759000.00,11162334000.00,5261671760.10,13.11,23.39,7518753000.00,10.08,4644095000.00,BBB,2528677000.00,2646324000.00
STE US Equity,STERIS PLC,707870000.00,7167900160.00,1486597000.00,1001148000.00,3423500000.00,917096000.00,10591400000.00,22607274012.75,28.54,-8.84,5828131000.00,7.19,2053700000.00,BBB,922300000.00,2286200000.00
SOLV US Equity,SOLVENTUM,1556000000.00,5048999936.00,2792000000.00,2181000000.00,9372187957.72,-10000000.00,14294000000.00,12042149477.05,13.23,-12.41,8325000000.00,8.93,5247000000.00,BBB,3136000000.00,3859000000.00
KD US Equity,KYNDRYL HOLDINGS,250000000.00,1340000000.00,2549000000.00,525000000.00,9822484172.75,314000000.00,11089377695.33,2973648462.48,5.17,-50.34,15123000000.00,1.08,3515000000.00,BBB,4197000000.00,4291000000.00
HIK LN Equity,HIKMA PHARMACEUT,402000000.00,2606000128.00,780000000.00,542000000.00,3065000000.00,149000000.00,5671000000.00,2648917060.89,8.88,-22.00,3349000000.00,1.82,1604000000.00,BBB,1453000000.00,2643000000.00
ALLE US Equity,ALLEGION PLC,643800000.00,2067600000.00,1061800000.00,859500000.00,3156100000.00,685700000.00,5223700000.00,12953696429.08,19.61,-5.56,4067300000.00,7.48,2150300000.00,BBB,755400000.00,1391800000.00
CARM FP Equity,CARMILA,352446000.00,3351407104.00,478400000.00,475290000.00,3378597000.00,153322000.00,6730005000.00,2389363685.02,7.02,2.71,694870000.00,2.49,2790400000.00,BBB,434329000.00,320030000.00
BOLSAA MM Equity,BOLSA MEXICANA,1601953984.00,8052892160.00,2516935000.00,2257014000.00,1278691000.00,1625219000.00,9331583000.00,20984166077.26,13.18,2.13,4469837000.00,2.87,467680000.00,BBB,853291000.00,4307125000.00
NOS PL Equity,NOS SGPS,245844000.00,1124499968.00,806900000.00,301100000.00,2423900000.00,446900000.00,3548400000.00,2750961847.81,11.54,37.48,1823200000.00,0.48,1675200000.00,BBB,885000000.00,567700000.00
PSON LN Equity,PEARSON PLC,335000000.00,3663000064.00,713000000.00,506000000.00,2795000000.00,661000000.00,6458000000.00,6195556543.29,19.02,-7.05,3577000000.00,0.51,1481000000.00,BBB,1161000000.00,2320000000.00
IPS FP Equity,IPSOS,186551000.00,1429048064.00,379901000.00,278628000.00,1510300000.00,213185000.00,3077984000.00,1554452015.72,8.53,7.76,2524714000.00,4.33,512308000.00,BBB,731751000.00,1131384000.00
BIP US Equity,BROOKFIELD INFRA,1091000000.00,35540000768.00,9822000000.00,5798000000.00,92610000000.00,268000000.00,128150000000.00,24521024616.00,16.21,9.49,23100000000.00,1.46,64498000000.00,BBB+,0.00,3374000000.00
HPQ US Equity,HP INC,2509000000.00,-766000000.00,4021000000.00,3088000000.00,42301000000.00,2878000000.00,41535000000.00,17797146872.54,6.76,-12.66,56229000000.00,2.68,9591000000.00,BBB+,29290000000.00,22226000000.00
BG US Equity,BUNGE GLOBAL SA,816000000.00,17368999936.00,2549000000.00,1296000000.00,27106000000.00,-879000000.00,44528000000.00,22576704363.60,17.04,31.72,70329000000.00,5.46,15855000000.00,BBB+,15127000000.00,24391000000.00
TMUS US Equity,T-MOBILE US INC,10992000000.00,59202998272.00,36732000000.00,18279000000.00,160034000000.00,17995000000.00,219237000000.00,244139727080.23,20.75,9.64,88309000000.00,9.74,122269000000.00,BBB+,24500000000.00,24461000000.00
EOAN GR Equity,E.ON SE,1734000000.00,25833000960.00,7348000000.00,3280000000.00,84852000000.00,-937000000.00,110685000000.00,48270100062.42,28.21,15.84,78704000000.00,0.66,41367714369.32,BBB+,28084000000.00,22278000000.00
ITT US Equity,ITT INC,488000000.00,4091300096.00,863000000.00,684500000.00,2219100000.00,547000000.00,6310400000.00,16673372936.16,28.52,7.18,3938500000.00,6.14,867200000.00,BBB+,1298300000.00,3354300000.00
OC US Equity,OWENS CORNING,-522000000.00,3892999936.00,1178000000.00,360000000.00,9087000000.00,962000000.00,12980000000.00,8822052358.75,9.47,-1.25,10103000000.00,-6.38,5741000000.00,BBB+,2660000000.00,3345000000.00
RR/ LN Equity,ROLLS-ROYCE HOLD,5840999936.00,2752999936.00,5149000000.00,4412000000.00,35362000000.00,3764000000.00,38115000000.00,103179796160.92,18.24,10.00,21207000000.00,0.69,4272000000.00,BBB+,19287000000.00,23187000000.00
REP SM Equity,REPSOL SA,1899000000.00,27618000896.00,5148000000.00,2709000000.00,34074723481.66,1212000000.00,59428000000.00,22892301486.56,12.32,34.39,54861000000.00,1.68,13244000000.00,BBB+,13880000000.00,21373000000.00
SU CN Equity,SUNCOR ENERGY,5918000000.00,45124001792.00,19011000000.00,12095000000.00,44789000000.00,6925000000.00,89913000000.00,91863504875.60,16.73,27.70,52377000000.00,4.86,14504000000.00,BBB+,10210000000.00,14229000000.00
UBER US Equity,UBER TECHNOLOGIE,10052999936.00,28082999296.00,6581000000.00,5565000000.00,33719000000.00,9763000000.00,61802000000.00,154626253802.79,28.48,-8.05,52017000000.00,4.82,12302000000.00,BBB+,12320000000.00,13993000000.00
CBRE US Equity,CBRE GROUP INC-A,1157000000.00,9626000384.00,2991000000.00,1753000000.00,21251000000.00,1193000000.00,30877000000.00,40386544943.82,36.40,-14.90,40550000000.00,3.88,10227000000.00,BBB+,12320000000.00,13489000000.00
ENB CN Equity,ENBRIDGE INC,7491000064.00,65924001792.00,16720000000.00,10958000000.00,152551000000.00,3978000000.00,218475000000.00,160296731092.92,24.79,13.41,65194000000.00,3.24,103764876532.44,BBB+,21004000000.00,13195000000.00
ULS US Equity,UL SOLUTIONS I-A,324000000.00,1294000000.00,762000000.00,522000000.00,1699280031.35,403000000.00,2921000000.00,16450498295.77,46.92,2.98,3053000000.00,1.62,683000000.00,BBB+,760000000.00,1000000000.00
FNM IM Equity,FNM SPA,67373000.00,466512992.00,215653000.00,80615000.00,1823638000.00,-18858000.00,2290151000.00,210057960.26,3.09,2.97,913759000.00,0.16,1087186000.00,BBB+,894878000.00,974912000.00
DVN US Equity,DEVON ENERGY CO,2642000000.00,15527999488.00,7622000000.00,3945000000.00,16071000000.00,2797000000.00,31599000000.00,27577600000.00,11.02,21.43,17188000000.00,4.19,8688000000.00,BBB+,4086000000.00,4006000000.00
TOL US Equity,TOLL BROTHERS,1379716000.00,8419923968.00,1801695000.00,1720539000.00,6012114000.00,1452722000.00,14432038000.00,13986329760.00,10.19,9.40,11253219000.00,14.11,2854019000.00,BBB+,3411925000.00,12947562000.00
BATS LN Equity,BRIT AMER TOBACC,7764000000.00,48144998400.00,12115000000.00,9568000000.00,61145000000.00,4362000000.00,109290000000.00,93188594844.56,12.21,1.61,25610000000.00,3.51,36120020754.48,BBB+,14524000000.00,12684000000.00
ALV US Equity,AUTOLIV INC,735000000.00,2582000128.00,1543000000.00,1088000000.00,6061000000.00,716000000.00,8644000000.00,8292422943.00,11.24,-5.76,10815000000.00,9.58,2318000000.00,BBB+,3923000000.00,4101000000.00
LUV US Equity,SOUTHWEST AIR,441000000.00,7981000192.00,2350000000.00,428000000.00,21080000000.00,-831000000.00,29061000000.00,20419175664.40,42.23,0.56,28063000000.00,0.87,5635905842.86,BBB+,10921000000.00,5645000000.00
CRH US Equity,CRH PLC,3753000128.00,25478000640.00,7618000000.00,5440000000.00,32851000000.00,2962000000.00,58329000000.00,71108569543.38,19.14,-14.42,37447000000.00,5.56,17415200000.00,BBB+,8754000000.00,15254000000.00
NOC US Equity,NORTHROP GRUMMAN,4182000064.00,16657999872.00,6346000000.00,4511000000.00,34703000000.00,3307000000.00,51377000000.00,107311195286.73,30.12,33.03,41954000000.00,29.20,17884000000.00,BBB+,13882000000.00,15287000000.00
FTS CN Equity,FORTIS INC,1799000000.00,25869000704.00,5482000000.00,3492000000.00,48961000000.00,-1880000000.00,74830000000.00,39872329999.00,23.09,11.04,12170000000.00,3.40,34448426467.87,BBB+,7513000000.00,3805000000.00
GMEXICOB MM Equity,GRUPO MEXICO-B,5039592064.00,26248728576.00,9875364000.00,8543015000.00,14126509031.22,2967705000.00,38457338838.05,1508343750000.00,16.72,14.73,18177895000.00,0.65,10615044000.00,BBB+,2757479000.00,15518275000.00
AYV FP Equity,AYVENS SA,995800000.00,11039899648.00,10116900000.00,1403300000.00,64264093421.66,1550900000.00,70851000000.00,7846904536.97,8.18,-12.50,25206800000.00,1.22,52329948209.03,BBB+,26460300000.00,15727900000.00
WTW US Equity,WILLIS TOWERS WA,1605000000.00,8051999744.00,2741000000.00,2234000000.00,21478000000.00,1546000000.00,29530000000.00,28641735854.82,17.67,-7.81,9708000000.00,16.46,6905000000.00,BBB+,14004000000.00,16874000000.00
LEN US Equity,LENNAR CORP-A,2078178976.00,22140608512.00,3176101000.00,2847269000.00,12289828000.00,28183000.00,34430437000.00,24862670232.16,13.89,-1.16,34186934000.00,8.03,4348843000.00,BBB+,3288860000.00,17142851000.00
EMG LN Equity,MAN GROUP PLC/JE,175000000.00,1574000000.00,473000000.00,398000000.00,3186000000.00,233000000.00,4760000000.00,2844248652.31,22.33,13.29,1405000000.00,0.16,1686000000.00,BBB+,932000000.00,3621000000.00
2688 HK Equity,ENN ENERGY,5843000064.00,51036000256.00,11461000000.00,8152000000.00,52113000000.00,2638000000.00,103149000000.00,76512332519.35,11.35,-2.31,110939000000.00,5.25,19539000000.00,BBB+,32820000000.00,20764000000.00
3996 HK Equity,CHINA ENERGY E-H,7948016000.00,209658101760.00,29596907000.00,19852822000.00,736013028000.00,-37038014000.00,945671125000.00,120638908908.14,6.77,31.13,465118513000.00,0.18,342297754000.00,BBB+,479951976000.00,488849362000.00
ILC CI Equity,LA CONSTRUCCION,223757791232.00,1332555546624.00,-233854425000.00,-281449086000.00,16349084238000.00,70820056000.00,17681639743000.00,1988224866000.00,8.87,10.43,3161823602000.00,2265.13,4596819509000.00,BBB+,4797933916000.00,1013357674000.00
PTT TB Equity,PTT PCL,90166372352.00,1652483555328.00,330753869928.00,148807486272.00,1673171990885.46,117910689420.00,3269659977907.00,941784167012.50,10.58,8.18,2662144872754.00,3.14,1063595579210.50,BBB+,565757913334.00,905197259297.00
1800 HK Equity,CHINA COM CONS-H,20756824320.00,485431017472.00,46516083333.33,34606139268.00,1554242069140.00,-39269567597.00,2039673083990.00,130501946164.38,3.65,-1.96,749223263836.00,1.21,685471948402.00,BBB+,981197508901.00,903294180088.00
GRUMAB MM Equity,GRUMA SAB-B,519271000.00,2237225984.00,1135844000.00,890159000.00,2636374180.00,448466000.00,5068397000.00,107817362546.61,11.99,1.73,6374623000.00,1.47,1848489000.00,BBB+,897994000.00,2337543000.00
1109 HK Equity,CHINA RES LAND,27204499456.00,410414252032.00,62225646000.00,60616082000.00,738254531000.00,10457222000.00,1148668781000.00,219918177704.46,7.12,13.38,294593940000.00,3.82,232072794930.00,BBB+,478480962000.00,725919773000.00
601618 CH Equity,METALLURGICAL-A,3885357976.00,185823494144.00,15656237500.00,9953970000.00,687184269000.00,5840510000.00,873007755000.00,60476361929.90,15.94,5.39,474500929000.00,0.10,150013180000.00,BBB+,628276431000.00,656901432000.00
ANDINAA CI Equity,ANDINA-A PREF,273943392256.00,1196553797632.00,584732777000.00,425491284000.00,2223851570000.00,183305187000.00,3420405418000.00,3554370738490.00,12.16,-2.22,3344835851000.00,289.41,1274815811386.03,BBB+,730412517000.00,1033052781000.00
ENELCHIL CI Equity,ENEL CHILE SA,537629000.00,5549507072.00,1398769000.00,1011339000.00,7354152000.00,696381000.00,12903659000.00,4772492448111.00,9.74,-5.93,4662730000.00,0.01,2831024000.00,BBB+,2473336000.00,2239087000.00
1810 HK Equity,XIAOMI CORP-W,44125258752.00,265563373568.00,58415808000.00,50585475000.00,237203136000.00,40927554000.00,502766504000.00,880582678133.87,17.13,-14.30,449375321000.00,1.73,27588951000.00,BBB+,194219347000.00,255765050000.00
2303 TT Equity,UMC,41716249088.00,379855437824.00,103081383000.00,43948688000.00,199140569000.00,52119291000.00,578996009000.00,751512943340.80,17.90,21.22,237553199000.00,3.34,78969713000.00,BBB+,87598137000.00,204783258000.00
2338 HK Equity,WEICHAI POWER-H,11879824896.00,131638788096.00,29493347911.45,16217136127.08,215901222150.82,16946908904.01,364324870642.28,262304395241.51,19.42,59.15,224307551023.28,1.36,78697097976.27,BBB+,157902106794.65,190128081028.48
3311 HK Equity,CHINA STATE CONS,9139363328.00,78288355328.00,14559123197.18,13638950525.35,197449444000.00,-1406288471.71,275737803000.00,49441546198.97,4.77,2.74,105875711590.89,1.73,84627570000.00,BBB+,131185911000.00,179043014000.00
KMI US Equity,KINDER MORGAN IN,3056000000.00,32448999424.00,7189000000.00,4724000000.00,40299000000.00,3221000000.00,72748000000.00,74708998811.26,25.87,23.36,16937000000.00,1.37,32219000000.00,BBB+,4322000000.00,2754000000.00
LIVEPOL1 MM Equity,EL PUERTO LIVE-1,17150063104.00,179369476096.00,35800930000.00,29454962000.00,133366218000.00,5035527000.00,312735701000.00,142713802459.00,8.39,3.09,229136595000.00,12.78,59932674000.00,BBB+,72794191000.00,130249675000.00
9434 JP Equity,SOFTBANK CORP,575046000640.00,4490375200768.00,1823805000000.00,1051299000000.00,13753281000000.00,538469000000.00,18243656000000.00,10250658613776.80,18.01,-0.47,6928285000000.00,11.87,6220669200000.00,BBB+,8263638000000.00,5541825000000.00
VMC US Equity,VULCAN MATERIALS,1076700000.00,8525100032.00,2447000000.00,1619600000.00,8151500000.00,1135300000.00,16700400000.00,35908299796.16,36.18,-3.59,7941100000.00,8.16,4940000000.00,BBB+,956100000.00,2567900000.00
SITES1 MM Equity,OPERADORA DE SIT,661309000.00,56251441152.00,12135295000.00,5439666000.00,61269585000.00,8995088000.00,117521027000.00,43145664721.83,67.80,-4.32,13935208000.00,0.22,39179421000.00,BBB+,5863454000.00,2521445000.00
QRVO US Equity,QORVO INC,340624000.00,3698308096.00,678594000.00,408131000.00,2465671000.00,595202000.00,6163979000.00,7197668917.56,17.10,-8.13,3739714000.00,3.68,1549170000.00,BBB+,675699000.00,2483098000.00
HEI US Equity,HEICO CORP,712617984.00,5045728768.00,1252951000.00,1052092000.00,3997967000.00,840782000.00,9043696000.00,36372609127.75,60.03,-6.10,4633404000.00,5.11,2507681000.00,BBB+,810600000.00,2479614000.00
R US Equity,RYDER SYSTEM INC,500000000.00,3052000000.00,3325000000.00,1099000000.00,13335000000.00,458000000.00,16387000000.00,7841282331.52,16.49,4.35,12665000000.00,12.07,8680000000.00,BBB+,2778000000.00,2473000000.00
ACO/X CN Equity,ATCO LTD-CLASS I,150000000.00,8349000192.00,2273000000.00,860000000.00,19319000000.00,227000000.00,27668000000.00,6707404994.50,61.29,18.92,5143000000.00,1.34,13231000000.00,BBB+,1455000000.00,2626000000.00
DGX US Equity,QUEST DIAGNOSTIC,992000000.00,7206000128.00,2596000000.00,1556000000.00,8939000000.00,1359000000.00,16225000000.00,21886469607.20,22.16,15.31,11035000000.00,8.87,6382000000.00,BBB+,2278000000.00,2378000000.00
LT IN Equity,LARSEN & TOUBRO,150371106816.00,1154036793344.00,264347400000.00,223135600000.00,2502261879133.76,35540600000.00,3795241000000.00,5285237189907.96,36.12,-3.27,2542086500000.00,109.36,1245262751681.71,BBB+,2019709000000.00,2453417100000.00
CCU CI Equity,CERVEZAS,117152204800.00,1616460513280.00,348369115000.00,193176343000.00,2205711968178.61,96671966000.00,3645386969000.00,1995315508800.00,17.03,-7.94,2909625448000.00,317.06,1261981963000.00,BBB+,795650399000.00,1511097013000.00
ENELGXCH CI Equity,ENEL GENERACION,515471556608.00,2508913377280.00,843162286680.46,762798063161.69,1606597692960.00,585578037326.44,4115510961840.00,4098498781171.80,7.59,-0.44,3026036816221.46,65.86,462152540160.00,BBB+,1020760721640.00,1434237273240.00
390 HK Equity,CHINA RAIL GR-H,24807190016.00,530857885696.00,56374500000.00,44083173000.00,1868812991000.00,-32570541000.00,2399670886000.00,152739224186.30,4.29,21.93,1116087206000.00,0.96,644398481000.00,BBB+,1368192289000.00,1311604580000.00
AJG US Equity,ARTHUR J GALLAGH,1493900000.00,23346999296.00,3797000000.00,2510000000.00,47318000000.00,1785000000.00,70665000000.00,58652223000.00,28.30,-11.58,13942000000.00,5.83,13390000000.00,BBB+,32519000000.00,34356000000.00
600021 CH Equity,SHANGHAI ELECT-A,2636938400.00,60654088192.00,15366252852.40,7690039727.33,140203236733.26,-5388116232.26,200857324066.35,61531132643.75,27.30,8.94,42322071235.21,0.80,102212100041.50,BBB+,57081849550.67,43281785554.60
DTE GR Equity,DEUTSCHE TELEKOM,9609000064.00,92231000064.00,48760000000.00,24822000000.00,197538000000.00,28313000000.00,289769000000.00,159222469823.14,16.75,18.26,119081000000.00,1.95,144757000000.00,BBB+,36848000000.00,41177000000.00
PUBLI NO Equity,PUBLIC PROPERTY,512000000.00,21391998976.00,816400000.00,879000000.00,34332181646.07,-1026000000.00,56595000000.00,20851978899.01,13.22,-1.71,1094000000.00,1.72,28675000000.00,BBB+,2174000000.00,1487000000.00
GEV US Equity,GE VERNOVA INC,4884000000.00,12295999488.00,2461000000.00,1388000000.00,42730288604.43,3710000000.00,63016000000.00,212720738872.72,42.81,20.85,38068000000.00,18.04,1121000000.00,BBB+,40972000000.00,40216000000.00
COLBUN CI Equity,COLBUN SA,187207000.00,3246587904.00,520491000.00,269168000.00,3952955000.00,37584000.00,7199543000.00,2323542222900.00,13.62,-8.00,1595567000.00,0.01,2558195000.00,BBB+,376337000.00,1414034000.00
ENEL IM Equity,ENEL SPA,6382000000.00,49787998208.00,21331000000.00,13690000000.00,147517763890.37,5944000000.00,181336000000.00,94692458335.66,15.16,8.64,75982000000.00,0.62,69141000000.00,BBB+,45184000000.00,36889000000.00
ENG SM Equity,ENAGAS SA,339112000.00,2316937984.00,520353000.00,236512000.00,4884547049.69,94420000.00,6823437000.00,3818505278.58,11.41,12.28,965421000.00,1.29,3423001000.00,BBB+,1310876000.00,1406371000.00
